horodatage,est_weekend,est_ferie,id_train,passagers_train,condition_meteo,demande_taxi,demande_bus,temps_attente_moyen,niveau_congestion,flux_direction,code_flux_direction,code_meteo
2024-02-17 09:00:00,1,0,,0,Nuageux,81.1,146.4,11.7,4.5,neutre,1,1
2024-02-17 09:15:00,1,0,,0,Nuageux,43.1,72.8,5.5,2.3,neutre,1,1
2024-02-17 09:30:00,1,0,,0,Nuageux,9.7,22.6,2.5,0.6,sortant,0,1
2024-02-17 09:45:00,1,0,,0,Nuageux,11.8,27.5,2.7,0.8,sortant,0,1
2024-02-17 10:00:00,1,0,TR1520,139,Nuageux,53.5,92.0,7.0,2.9,sortant,0,1
2024-02-17 10:15:00,1,0,,0,Nuageux,38.7,62.2,4.9,2.0,neutre,1,1
2024-02-17 10:30:00,1,0,,0,Nuageux,26.6,46.5,3.8,1.5,neutre,1,1
2024-02-17 10:45:00,1,0,,0,Nuageux,12.1,20.8,2.5,0.7,neutre,1,1
2024-02-17 11:00:00,1,0,,0,Nuageux,9.8,23.0,2.5,0.7,neutre,1,1
2024-02-17 11:15:00,1,0,,0,Nuageux,11.2,26.2,2.6,0.7,neutre,1,1
2024-02-17 11:30:00,1,0,,0,Nuageux,11.8,27.5,2.7,0.8,neutre,1,1
2024-02-17 11:45:00,1,0,,0,Nuageux,10.3,23.9,2.6,0.7,neutre,1,1
2024-02-17 12:00:00,1,0,TR1521,465,Nuageux,166.8,245.2,25.7,8.2,neutre,1,1
2024-02-17 12:15:00,1,0,,0,Nuageux,122.9,181.7,17.0,6.1,neutre,1,1
2024-02-17 12:30:00,1,0,,0,Nuageux,86.7,109.2,9.8,3.9,neutre,1,1
2024-02-17 12:45:00,1,0,,0,Nuageux,44.8,65.9,5.3,2.2,neutre,1,1
2024-02-17 13:00:00,1,0,,0,Nuageux,12.9,30.0,2.8,0.9,neutre,1,1
2024-02-17 13:15:00,1,0,,0,Nuageux,9.8,22.9,2.5,0.7,neutre,1,1
2024-02-17 13:30:00,1,0,,0,Nuageux,11.4,26.5,2.7,0.8,neutre,1,1
2024-02-17 13:45:00,1,0,,0,Nuageux,13.1,30.6,2.8,0.9,neutre,1,1
2024-02-17 14:00:00,1,0,TR1522,364,Nuageux,132.4,195.1,18.8,6.6,neutre,1,1
2024-02-17 14:15:00,1,0,,0,Nuageux,103.6,147.1,13.2,5.0,neutre,1,1
2024-02-17 14:30:00,1,0,,0,Nuageux,64.6,103.9,8.2,3.4,neutre,1,1
2024-02-17 14:45:00,1,0,,0,Nuageux,36.2,46.8,4.1,1.7,neutre,1,1
2024-02-17 15:00:00,1,0,,0,Nuageux,11.8,27.5,2.7,0.8,entrant,2,1
2024-02-17 15:15:00,1,0,,0,Nuageux,11.4,26.7,2.7,0.8,entrant,2,1
2024-02-17 15:30:00,1,0,,0,Nuageux,10.6,24.8,2.6,0.7,entrant,2,1
2024-02-17 15:45:00,1,0,,0,Nuageux,11.5,26.7,2.7,0.8,entrant,2,1
2024-02-17 16:00:00,1,0,TR1523,467,Nuageux,188.9,238.5,27.0,8.5,entrant,2,1
2024-02-17 16:15:00,1,0,,0,Nuageux,142.2,181.8,18.5,6.5,neutre,1,1
2024-02-17 16:30:00,1,0,,0,Nuageux,98.1,125.5,11.5,4.5,neutre,1,1
2024-02-17 16:45:00,1,0,,0,Nuageux,46.3,68.2,5.5,2.3,neutre,1,1
2024-02-17 17:00:00,1,0,,0,Nuageux,17.0,39.7,3.2,1.1,entrant,2,1
2024-02-17 17:15:00,1,0,,0,Nuageux,20.0,46.7,3.5,1.3,entrant,2,1
2024-02-17 17:30:00,1,0,,0,Nuageux,16.7,39.0,3.2,1.1,entrant,2,1
2024-02-17 17:45:00,1,0,,0,Nuageux,17.6,41.0,3.3,1.2,entrant,2,1
2024-02-17 18:00:00,1,0,TR1524,355,Nuageux,135.4,198.3,19.2,6.7,entrant,2,1
2024-02-17 18:15:00,1,0,,0,Nuageux,102.1,152.4,13.5,5.1,neutre,1,1
2024-02-17 18:30:00,1,0,TR1525,268,Nuageux,195.6,235.0,27.3,8.6,entrant,2,1
2024-02-17 18:45:00,1,0,,0,Nuageux,117.9,151.5,14.5,5.4,neutre,1,1
2024-02-17 19:00:00,1,0,,0,Nuageux,51.4,75.2,6.0,2.5,neutre,1,1
2024-02-17 19:15:00,1,0,,0,Nuageux,27.4,37.7,3.5,1.3,neutre,1,1
2024-02-17 19:30:00,1,0,,0,Nuageux,16.5,38.5,3.2,1.1,entrant,2,1
2024-02-17 19:45:00,1,0,,0,Nuageux,17.4,40.6,3.2,1.2,entrant,2,1
2024-02-17 20:00:00,1,0,TR1526,242,Nuageux,95.9,137.4,12.1,4.7,entrant,2,1
2024-02-17 20:15:00,1,0,,0,Nuageux,75.3,103.6,8.8,3.6,neutre,1,1
2024-02-17 20:30:00,1,0,,0,Nuageux,46.4,68.7,5.5,2.3,neutre,1,1
2024-02-17 20:45:00,1,0,,0,Nuageux,23.3,32.4,3.2,1.1,neutre,1,1
2024-02-17 21:00:00,1,0,,0,Nuageux,6.9,16.0,2.3,0.5,neutre,1,1
2024-02-17 21:15:00,1,0,,0,Nuageux,5.7,13.4,2.2,0.4,neutre,1,1
2024-02-17 21:30:00,1,0,,0,Nuageux,7.2,16.9,2.3,0.5,neutre,1,1
2024-02-17 21:45:00,1,0,,0,Nuageux,6.9,16.0,2.3,0.5,neutre,1,1
2024-02-17 22:00:00,1,0,TR1527,363,Nuageux,129.5,186.2,17.9,6.3,neutre,1,1
2024-02-17 22:15:00,1,0,,0,Nuageux,89.5,156.0,12.9,4.9,neutre,1,1
2024-02-17 22:30:00,1,0,,0,Nuageux,63.0,96.7,7.7,3.2,neutre,1,1
2024-02-17 22:45:00,1,0,,0,Nuageux,31.5,48.4,4.0,1.6,neutre,1,1
2024-02-17 23:00:00,1,0,,0,Nuageux,5.6,1.4,2.1,0.1,neutre,1,1
2024-02-17 23:15:00,1,0,,0,Nuageux,6.0,1.5,2.1,0.1,neutre,1,1
2024-02-17 23:30:00,1,0,,0,Nuageux,6.6,1.7,2.1,0.2,neutre,1,1
2024-02-17 23:45:00,1,0,,0,Nuageux,5.3,1.3,2.0,0.1,neutre,1,1
2024-02-18 00:00:00,1,0,,0,Nuageux,6.3,1.6,2.1,0.2,neutre,1,1
2024-02-18 00:15:00,1,0,,0,Nuageux,7.1,1.8,2.1,0.2,neutre,1,1
2024-02-18 00:30:00,1,0,,0,Nuageux,6.1,1.5,2.1,0.2,neutre,1,1
2024-02-18 00:45:00,1,0,,0,Nuageux,7.3,1.8,2.1,0.2,neutre,1,1
2024-02-18 01:00:00,1,0,,0,Nuageux,7.1,1.8,2.1,0.2,neutre,1,1
2024-02-18 01:15:00,1,0,,0,Nuageux,6.6,1.7,2.1,0.2,neutre,1,1
2024-02-18 01:30:00,1,0,,0,Nuageux,6.4,1.6,2.1,0.2,neutre,1,1
2024-02-18 01:45:00,1,0,,0,Nuageux,6.4,1.6,2.1,0.2,neutre,1,1
2024-02-18 02:00:00,1,0,,0,Nuageux,6.7,1.7,2.1,0.2,neutre,1,1
2024-02-18 02:15:00,1,0,,0,Nuageux,7.7,1.9,2.1,0.2,neutre,1,1
2024-02-18 02:30:00,1,0,,0,Nuageux,6.7,1.7,2.1,0.2,neutre,1,1
2024-02-18 02:45:00,1,0,,0,Nuageux,7.4,1.8,2.1,0.2,neutre,1,1
2024-02-18 03:00:00,1,0,,0,Nuageux,5.7,1.4,2.1,0.1,neutre,1,1
2024-02-18 03:15:00,1,0,,0,Nuageux,6.1,1.5,2.1,0.2,neutre,1,1
2024-02-18 03:30:00,1,0,,0,Nuageux,6.4,1.6,2.1,0.2,neutre,1,1
2024-02-18 03:45:00,1,0,,0,Nuageux,7.3,1.8,2.1,0.2,neutre,1,1
2024-02-18 04:00:00,1,0,,0,Nuageux,5.3,1.3,2.0,0.1,neutre,1,1
2024-02-18 04:15:00,1,0,,0,Nuageux,8.3,2.1,2.1,0.2,neutre,1,1
2024-02-18 04:30:00,1,0,,0,Nuageux,6.4,1.6,2.1,0.2,neutre,1,1
2024-02-18 04:45:00,1,0,,0,Nuageux,7.2,1.8,2.1,0.2,neutre,1,1
2024-02-18 05:00:00,1,0,,0,Nuageux,6.4,1.6,2.1,0.2,sortant,0,1
2024-02-18 05:15:00,1,0,,0,Nuageux,5.9,1.5,2.1,0.1,sortant,0,1
2024-02-18 05:30:00,1,0,,0,Nuageux,7.5,1.9,2.1,0.2,sortant,0,1
2024-02-18 05:45:00,1,0,,0,Nuageux,6.3,1.6,2.1,0.2,sortant,0,1
2024-02-18 06:00:00,1,0,TR1528,255,Nuageux,89.5,175.8,14.2,5.3,sortant,0,1
2024-02-18 06:15:00,1,0,,0,Nuageux,66.8,134.6,10.1,4.0,neutre,1,1
2024-02-18 06:30:00,1,0,,0,Nuageux,48.5,80.7,6.2,2.6,neutre,1,1
2024-02-18 06:45:00,1,0,,0,Nuageux,23.3,42.4,3.5,1.3,neutre,1,1
2024-02-18 07:00:00,1,0,,0,Nuageux,11.1,26.0,2.6,0.7,sortant,0,1
2024-02-18 07:15:00,1,0,,0,Nuageux,12.5,29.1,2.8,0.8,sortant,0,1
2024-02-18 07:30:00,1,0,,0,Nuageux,12.7,29.7,2.8,0.8,sortant,0,1
2024-02-18 07:45:00,1,0,,0,Nuageux,12.4,28.9,2.8,0.8,sortant,0,1
2024-02-18 08:00:00,1,0,TR1529,344,Nuageux,129.1,233.4,21.5,7.2,sortant,0,1
2024-02-18 08:15:00,1,0,,0,Nuageux,93.7,159.2,13.4,5.1,neutre,1,1
2024-02-18 08:30:00,1,0,TR1530,473,Nuageux,227.9,409.6,33.6,10.0,sortant,0,1
2024-02-18 08:45:00,1,0,,0,Nuageux,154.4,268.8,26.6,8.5,neutre,1,1
2024-02-18 09:00:00,1,0,,0,Nuageux,85.7,150.8,12.3,4.7,neutre,1,1
2024-02-18 09:15:00,1,0,,0,Nuageux,40.7,76.8,5.6,2.4,neutre,1,1
2024-02-18 09:30:00,1,0,,0,Nuageux,12.5,29.2,2.8,0.8,sortant,0,1
2024-02-18 09:45:00,1,0,,0,Nuageux,12.5,29.1,2.8,0.8,sortant,0,1
2024-02-18 10:00:00,1,0,TR1531,140,Nuageux,46.1,91.1,6.5,2.7,sortant,0,1
2024-02-18 10:15:00,1,0,,0,Nuageux,38.7,69.1,5.2,2.2,neutre,1,1
2024-02-18 10:30:00,1,0,,0,Nuageux,26.2,48.0,3.8,1.5,neutre,1,1
2024-02-18 10:45:00,1,0,,0,Nuageux,12.5,23.9,2.6,0.7,neutre,1,1
2024-02-18 11:00:00,1,0,,0,Nuageux,12.1,28.3,2.7,0.8,neutre,1,1
2024-02-18 11:15:00,1,0,,0,Nuageux,10.9,25.3,2.6,0.7,neutre,1,1
2024-02-18 11:30:00,1,0,,0,Nuageux,10.1,23.6,2.6,0.7,neutre,1,1
2024-02-18 11:45:00,1,0,,0,Nuageux,11.6,27.0,2.7,0.8,neutre,1,1
2024-02-18 12:00:00,1,0,TR1532,414,Nuageux,148.4,215.7,21.7,7.3,neutre,1,1
2024-02-18 12:15:00,1,0,,0,Nuageux,109.6,169.9,15.2,5.6,neutre,1,1
2024-02-18 12:30:00,1,0,,0,Nuageux,78.6,111.8,9.4,3.8,neutre,1,1
2024-02-18 12:45:00,1,0,,0,Nuageux,36.0,59.9,4.7,1.9,neutre,1,1
2024-02-18 13:00:00,1,0,,0,Nuageux,8.1,19.0,2.4,0.5,neutre,1,1
2024-02-18 13:15:00,1,0,,0,Nuageux,11.5,26.7,2.7,0.8,neutre,1,1
2024-02-18 13:30:00,1,0,,0,Nuageux,12.4,29.0,2.8,0.8,neutre,1,1
2024-02-18 13:45:00,1,0,,0,Nuageux,11.6,27.1,2.7,0.8,neutre,1,1
2024-02-18 14:00:00,1,0,TR1533,318,Nuageux,106.3,166.0,14.7,5.4,neutre,1,1
2024-02-18 14:15:00,1,0,,0,Nuageux,89.7,140.2,11.9,4.6,neutre,1,1
2024-02-18 14:30:00,1,0,,0,Nuageux,58.6,86.9,7.0,2.9,neutre,1,1
2024-02-18 14:45:00,1,0,,0,Nuageux,28.2,44.1,3.7,1.4,neutre,1,1
2024-02-18 15:00:00,1,0,,0,Nuageux,9.1,21.2,2.5,0.6,entrant,2,1
2024-02-18 15:15:00,1,0,,0,Nuageux,12.4,28.8,2.7,0.8,entrant,2,1
2024-02-18 15:30:00,1,0,,0,Nuageux,10.2,23.8,2.6,0.7,entrant,2,1
2024-02-18 15:45:00,1,0,,0,Nuageux,11.0,25.7,2.6,0.7,entrant,2,1
2024-02-18 16:00:00,1,0,TR1534,365,Nuageux,145.5,189.7,19.4,6.7,entrant,2,1
2024-02-18 16:15:00,1,0,,0,Nuageux,106.7,141.4,13.1,5.0,neutre,1,1
2024-02-18 16:30:00,1,0,,0,Nuageux,72.3,99.3,8.4,3.4,neutre,1,1
2024-02-18 16:45:00,1,0,,0,Nuageux,39.1,47.8,4.3,1.7,neutre,1,1
2024-02-18 17:00:00,1,0,,0,Nuageux,20.3,47.4,3.6,1.4,entrant,2,1
2024-02-18 17:15:00,1,0,,0,Nuageux,16.9,39.4,3.2,1.1,entrant,2,1
2024-02-18 17:30:00,1,0,,0,Nuageux,18.3,42.6,3.3,1.2,entrant,2,1
2024-02-18 17:45:00,1,0,,0,Nuageux,15.7,36.5,3.1,1.0,entrant,2,1
2024-02-18 18:00:00,1,0,TR1535,423,Nuageux,166.0,242.8,25.4,8.2,entrant,2,1
2024-02-18 18:15:00,1,0,,0,Nuageux,137.0,175.4,17.6,6.2,neutre,1,1
2024-02-18 18:30:00,1,0,TR1536,347,Nuageux,220.8,297.2,33.6,10.0,entrant,2,1
2024-02-18 18:45:00,1,0,,0,Nuageux,144.3,193.6,19.6,6.8,neutre,1,1
2024-02-18 19:00:00,1,0,,0,Nuageux,66.2,95.3,7.8,3.2,neutre,1,1
2024-02-18 19:15:00,1,0,,0,Nuageux,38.7,46.1,4.2,1.7,neutre,1,1
2024-02-18 19:30:00,1,0,,0,Nuageux,17.7,41.2,3.3,1.2,entrant,2,1
2024-02-18 19:45:00,1,0,,0,Nuageux,15.9,37.1,3.1,1.1,entrant,2,1
2024-02-18 20:00:00,1,0,TR1537,332,Nuageux,132.4,186.9,18.1,6.4,entrant,2,1
2024-02-18 20:15:00,1,0,,0,Nuageux,95.8,143.0,12.4,4.8,neutre,1,1
2024-02-18 20:30:00,1,0,,0,Nuageux,60.5,87.8,7.1,3.0,neutre,1,1
2024-02-18 20:45:00,1,0,,0,Nuageux,32.4,45.2,3.9,1.6,neutre,1,1
2024-02-18 21:00:00,1,0,,0,Nuageux,7.5,17.6,2.4,0.5,neutre,1,1
2024-02-18 21:15:00,1,0,,0,Nuageux,6.2,14.4,2.3,0.4,neutre,1,1
2024-02-18 21:30:00,1,0,,0,Nuageux,7.1,16.6,2.3,0.5,neutre,1,1
2024-02-18 21:45:00,1,0,,0,Nuageux,6.8,15.8,2.3,0.5,neutre,1,1
2024-02-18 22:00:00,1,0,TR1538,432,Nuageux,140.2,249.1,23.7,7.8,neutre,1,1
2024-02-18 22:15:00,1,0,,0,Nuageux,119.1,184.8,17.0,6.1,neutre,1,1
2024-02-18 22:30:00,1,0,,0,Nuageux,84.0,112.3,9.8,3.9,neutre,1,1
2024-02-18 22:45:00,1,0,,0,Nuageux,34.0,61.7,4.6,1.9,neutre,1,1
2024-02-18 23:00:00,1,0,,0,Nuageux,5.9,1.5,2.1,0.1,neutre,1,1
2024-02-18 23:15:00,1,0,,0,Nuageux,7.1,1.8,2.1,0.2,neutre,1,1
2024-02-18 23:30:00,1,0,,0,Nuageux,5.7,1.4,2.1,0.1,neutre,1,1
2024-02-18 23:45:00,1,0,,0,Nuageux,6.1,1.5,2.1,0.2,neutre,1,1
2024-02-19 00:00:00,0,0,,0,Pluvieux,8.2,2.0,2.1,0.2,neutre,1,2
2024-02-19 00:15:00,0,0,,0,Pluvieux,8.5,2.1,2.1,0.2,neutre,1,2
2024-02-19 00:30:00,0,0,,0,Pluvieux,6.6,1.6,2.1,0.2,neutre,1,2
2024-02-19 00:45:00,0,0,,0,Pluvieux,7.9,2.0,2.1,0.2,neutre,1,2
2024-02-19 01:00:00,0,0,,0,Pluvieux,8.6,2.2,2.1,0.2,neutre,1,2
2024-02-19 01:15:00,0,0,,0,Pluvieux,9.3,2.3,2.1,0.2,neutre,1,2
2024-02-19 01:30:00,0,0,,0,Pluvieux,8.0,2.0,2.1,0.2,neutre,1,2
2024-02-19 01:45:00,0,0,,0,Pluvieux,6.9,1.7,2.1,0.2,neutre,1,2
2024-02-19 02:00:00,0,0,,0,Pluvieux,8.0,2.0,2.1,0.2,neutre,1,2
2024-02-19 02:15:00,0,0,,0,Pluvieux,7.6,1.9,2.1,0.2,neutre,1,2
2024-02-19 02:30:00,0,0,,0,Pluvieux,8.3,2.1,2.1,0.2,neutre,1,2
2024-02-19 02:45:00,0,0,,0,Pluvieux,9.5,2.4,2.1,0.2,neutre,1,2
2024-02-19 03:00:00,0,0,,0,Pluvieux,7.1,1.8,2.1,0.2,neutre,1,2
2024-02-19 03:15:00,0,0,,0,Pluvieux,8.9,2.2,2.1,0.2,neutre,1,2
2024-02-19 03:30:00,0,0,,0,Pluvieux,8.7,2.2,2.1,0.2,neutre,1,2
2024-02-19 03:45:00,0,0,,0,Pluvieux,8.5,2.1,2.1,0.2,neutre,1,2
2024-02-19 04:00:00,0,0,,0,Pluvieux,8.2,2.1,2.1,0.2,neutre,1,2
2024-02-19 04:15:00,0,0,,0,Pluvieux,9.7,2.4,2.1,0.2,neutre,1,2
2024-02-19 04:30:00,0,0,,0,Pluvieux,9.0,2.3,2.1,0.2,neutre,1,2
2024-02-19 04:45:00,0,0,,0,Pluvieux,7.5,1.9,2.1,0.2,neutre,1,2
2024-02-19 05:00:00,0,0,,0,Pluvieux,8.0,2.0,2.1,0.2,sortant,0,2
2024-02-19 05:15:00,0,0,,0,Pluvieux,7.1,1.8,2.1,0.2,sortant,0,2
2024-02-19 05:30:00,0,0,,0,Pluvieux,9.1,2.3,2.1,0.2,sortant,0,2
2024-02-19 05:45:00,0,0,,0,Pluvieux,8.0,2.0,2.1,0.2,sortant,0,2
2024-02-19 06:00:00,0,0,TR1539,424,Pluvieux,163.0,259.2,40.3,10.0,sortant,0,2
2024-02-19 06:15:00,0,0,,0,Pluvieux,127.6,231.4,32.8,8.6,neutre,1,2
2024-02-19 06:30:00,0,0,,0,Pluvieux,82.2,143.9,17.6,5.4,neutre,1,2
2024-02-19 06:45:00,0,0,,0,Pluvieux,39.3,62.9,7.0,2.5,neutre,1,2
2024-02-19 07:00:00,0,0,,0,Pluvieux,12.1,28.3,2.7,0.8,sortant,0,2
2024-02-19 07:15:00,0,0,,0,Pluvieux,11.3,26.4,2.7,0.8,sortant,0,2
2024-02-19 07:30:00,0,0,,0,Pluvieux,14.2,33.0,2.9,0.9,sortant,0,2
2024-02-19 07:45:00,0,0,,0,Pluvieux,13.7,32.1,2.9,0.9,sortant,0,2
2024-02-19 08:00:00,0,0,TR1540,780,Pluvieux,318.1,519.2,40.3,10.0,sortant,0,2
2024-02-19 08:15:00,0,0,,0,Pluvieux,222.8,411.4,40.3,10.0,neutre,1,2
2024-02-19 08:30:00,0,0,TR1541,497,Pluvieux,346.7,560.0,40.3,10.0,sortant,0,2
2024-02-19 08:45:00,0,0,,0,Pluvieux,218.0,350.3,40.3,10.0,neutre,1,2
2024-02-19 09:00:00,0,0,,0,Pluvieux,102.2,151.9,20.5,6.1,neutre,1,2
2024-02-19 09:15:00,0,0,,0,Pluvieux,45.4,78.9,8.6,3.0,neutre,1,2
2024-02-19 09:30:00,0,0,,0,Pluvieux,14.3,33.4,2.9,1.0,sortant,0,2
2024-02-19 09:45:00,0,0,,0,Pluvieux,14.7,34.3,3.0,1.0,sortant,0,2
2024-02-19 10:00:00,0,0,TR1542,410,Pluvieux,161.2,256.1,40.3,10.0,sortant,0,2
2024-02-19 10:15:00,0,0,,0,Pluvieux,124.2,196.4,28.0,7.7,neutre,1,2
2024-02-19 10:30:00,0,0,,0,Pluvieux,84.2,136.2,17.0,5.3,neutre,1,2
2024-02-19 10:45:00,0,0,,0,Pluvieux,43.6,65.0,7.4,2.6,neutre,1,2
2024-02-19 11:00:00,0,0,,0,Pluvieux,10.2,23.7,2.6,0.7,neutre,1,2
2024-02-19 11:15:00,0,0,,0,Pluvieux,10.3,24.0,2.6,0.7,neutre,1,2
2024-02-19 11:30:00,0,0,,0,Pluvieux,11.0,25.7,2.6,0.7,neutre,1,2
2024-02-19 11:45:00,0,0,,0,Pluvieux,10.5,24.6,2.6,0.7,neutre,1,2
2024-02-19 12:00:00,0,0,TR1543,498,Pluvieux,202.4,244.9,40.3,10.0,neutre,1,2
2024-02-19 12:15:00,0,0,,0,Pluvieux,166.7,209.7,35.0,9.0,neutre,1,2
2024-02-19 12:30:00,0,0,,0,Pluvieux,95.7,132.7,17.8,5.5,neutre,1,2
2024-02-19 12:45:00,0,0,,0,Pluvieux,48.0,73.4,8.4,2.9,neutre,1,2
2024-02-19 13:00:00,0,0,,0,Pluvieux,9.6,22.3,2.5,0.6,neutre,1,2
2024-02-19 13:15:00,0,0,,0,Pluvieux,7.7,18.1,2.4,0.5,neutre,1,2
2024-02-19 13:30:00,0,0,,0,Pluvieux,9.7,22.7,2.5,0.6,neutre,1,2
2024-02-19 13:45:00,0,0,,0,Pluvieux,7.6,17.7,2.4,0.5,neutre,1,2
2024-02-19 14:00:00,0,0,TR1544,122,Pluvieux,49.7,64.4,7.8,2.7,neutre,1,2
2024-02-19 14:15:00,0,0,,0,Pluvieux,33.5,52.4,5.9,2.1,neutre,1,2
2024-02-19 14:30:00,0,0,,0,Pluvieux,24.8,34.1,4.4,1.4,neutre,1,2
2024-02-19 14:45:00,0,0,,0,Pluvieux,11.8,16.2,3.1,0.7,neutre,1,2
2024-02-19 15:00:00,0,0,,0,Pluvieux,9.3,21.7,2.5,0.6,entrant,2,2
2024-02-19 15:15:00,0,0,,0,Pluvieux,7.7,17.9,2.4,0.5,entrant,2,2
2024-02-19 15:30:00,0,0,,0,Pluvieux,10.7,25.1,2.6,0.7,entrant,2,2
2024-02-19 15:45:00,0,0,,0,Pluvieux,9.3,21.8,2.5,0.6,entrant,2,2
2024-02-19 16:00:00,0,0,TR1545,453,Pluvieux,210.7,266.4,40.3,10.0,entrant,2,2
2024-02-19 16:15:00,0,0,,0,Pluvieux,150.4,192.4,30.7,8.2,neutre,1,2
2024-02-19 16:30:00,0,0,,0,Pluvieux,98.3,113.9,16.2,5.1,neutre,1,2
2024-02-19 16:45:00,0,0,,0,Pluvieux,46.2,64.7,7.6,2.7,neutre,1,2
2024-02-19 17:00:00,0,0,,0,Pluvieux,14.7,34.3,3.0,1.0,entrant,2,2
2024-02-19 17:15:00,0,0,,0,Pluvieux,14.3,33.4,2.9,1.0,entrant,2,2
2024-02-19 17:30:00,0,0,,0,Pluvieux,14.9,34.9,3.0,1.0,entrant,2,2
2024-02-19 17:45:00,0,0,,0,Pluvieux,13.9,32.5,2.9,0.9,entrant,2,2
2024-02-19 18:00:00,0,0,TR1546,810,Pluvieux,369.6,460.5,40.3,10.0,entrant,2,2
2024-02-19 18:15:00,0,0,,0,Pluvieux,265.1,346.0,40.3,10.0,neutre,1,2
2024-02-19 18:30:00,0,0,TR1547,688,Pluvieux,481.2,620.7,40.3,10.0,entrant,2,2
2024-02-19 18:45:00,0,0,,0,Pluvieux,334.7,385.9,40.3,10.0,neutre,1,2
2024-02-19 19:00:00,0,0,,0,Pluvieux,139.8,182.7,28.2,7.7,neutre,1,2
2024-02-19 19:15:00,0,0,,0,Pluvieux,73.3,93.6,12.0,4.0,neutre,1,2
2024-02-19 19:30:00,0,0,,0,Pluvieux,14.5,33.9,3.0,1.0,entrant,2,2
2024-02-19 19:45:00,0,0,,0,Pluvieux,12.0,28.0,2.7,0.8,entrant,2,2
2024-02-19 20:00:00,0,0,TR1548,395,Pluvieux,173.4,217.2,36.8,9.4,entrant,2,2
2024-02-19 20:15:00,0,0,,0,Pluvieux,132.0,161.6,24.8,7.0,neutre,1,2
2024-02-19 20:30:00,0,0,,0,Pluvieux,75.3,107.9,13.5,4.4,neutre,1,2
2024-02-19 20:45:00,0,0,,0,Pluvieux,42.5,54.8,6.7,2.3,neutre,1,2
2024-02-19 21:00:00,0,0,,0,Pluvieux,8.2,19.1,2.4,0.5,neutre,1,2
2024-02-19 21:15:00,0,0,,0,Pluvieux,8.0,18.6,2.4,0.5,neutre,1,2
2024-02-19 21:30:00,0,0,,0,Pluvieux,9.5,22.1,2.5,0.6,neutre,1,2
2024-02-19 21:45:00,0,0,,0,Pluvieux,9.0,21.1,2.5,0.6,neutre,1,2
2024-02-19 22:00:00,0,0,TR1549,302,Pluvieux,115.7,164.9,23.4,6.7,neutre,1,2
2024-02-19 22:15:00,0,0,,0,Pluvieux,90.8,121.3,16.2,5.1,neutre,1,2
2024-02-19 22:30:00,0,0,,0,Pluvieux,60.9,81.8,10.0,3.4,neutre,1,2
2024-02-19 22:45:00,0,0,,0,Pluvieux,29.7,34.8,4.7,1.5,neutre,1,2
2024-02-19 23:00:00,0,0,,0,Pluvieux,8.7,2.2,2.1,0.2,neutre,1,2
2024-02-19 23:15:00,0,0,,0,Pluvieux,7.7,1.9,2.1,0.2,neutre,1,2
2024-02-19 23:30:00,0,0,,0,Pluvieux,8.1,2.0,2.1,0.2,neutre,1,2
2024-02-19 23:45:00,0,0,,0,Pluvieux,6.4,1.6,2.1,0.2,neutre,1,2
2024-02-20 00:00:00,0,0,,0,Nuageux,8.7,2.2,2.1,0.2,neutre,1,1
2024-02-20 00:15:00,0,0,,0,Nuageux,9.0,2.3,2.1,0.2,neutre,1,1
2024-02-20 00:30:00,0,0,,0,Nuageux,8.5,2.1,2.1,0.2,neutre,1,1
2024-02-20 00:45:00,0,0,,0,Nuageux,7.3,1.8,2.1,0.2,neutre,1,1
2024-02-20 01:00:00,0,0,,0,Nuageux,8.4,2.1,2.1,0.2,neutre,1,1
2024-02-20 01:15:00,0,0,,0,Nuageux,8.1,2.0,2.1,0.2,neutre,1,1
2024-02-20 01:30:00,0,0,,0,Nuageux,6.4,1.6,2.1,0.2,neutre,1,1
2024-02-20 01:45:00,0,0,,0,Nuageux,9.0,2.2,2.1,0.2,neutre,1,1
2024-02-20 02:00:00,0,0,,0,Nuageux,7.1,1.8,2.1,0.2,neutre,1,1
2024-02-20 02:15:00,0,0,,0,Nuageux,8.5,2.1,2.1,0.2,neutre,1,1
2024-02-20 02:30:00,0,0,,0,Nuageux,8.0,2.0,2.1,0.2,neutre,1,1
2024-02-20 02:45:00,0,0,,0,Nuageux,9.1,2.3,2.1,0.2,neutre,1,1
2024-02-20 03:00:00,0,0,,0,Nuageux,7.3,1.8,2.1,0.2,neutre,1,1
2024-02-20 03:15:00,0,0,,0,Nuageux,7.6,1.9,2.1,0.2,neutre,1,1
2024-02-20 03:30:00,0,0,,0,Nuageux,8.6,2.1,2.1,0.2,neutre,1,1
2024-02-20 03:45:00,0,0,,0,Nuageux,7.5,1.9,2.1,0.2,neutre,1,1
2024-02-20 04:00:00,0,0,,0,Nuageux,9.1,2.3,2.1,0.2,neutre,1,1
2024-02-20 04:15:00,0,0,,0,Nuageux,7.4,1.8,2.1,0.2,neutre,1,1
2024-02-20 04:30:00,0,0,,0,Nuageux,8.5,2.1,2.1,0.2,neutre,1,1
2024-02-20 04:45:00,0,0,,0,Nuageux,8.0,2.0,2.1,0.2,neutre,1,1
2024-02-20 05:00:00,0,0,,0,Nuageux,7.5,1.9,2.1,0.2,sortant,0,1
